	im_file	blur	noise	brightness	faces	number_of_faces	faces_blur_all	faces_noise_all	faces_brightness_all	closed_eyes
0	image3.jpg	640.8541420056451	2.5171791321469543	[0.4500264]	rectangles[[(115, 116) (270, 270)], [(287, 98) (442, 253)]]	2	[287.9810786660533, 916.5991110560561]	[1.457187863728664, 2.8990753089563714]	[array([0.4237481], dtype=float32), array([0.5479554], dtype=float32)]	[[0, 0], [0, 0]]
1	image1.jpg	308.65469015847134	1.273669259622358	[0.3541183]	rectangles[[(528, 202) (683, 356)], [(440, 254) (569, 383)], [(287, 253) (442, 408)], [(726, 311) (855, 440)]]	4	[295.1832388501535, 191.0135091220577, 166.67643137773803, 210.33298854058938]	[1.4527507494081024, 1.2105501378795382, 1.0614095006578959, 1.1963559091146034]	[array([0.34692642], dtype=float32), array([0.31609064], dtype=float32), array([0.3369011], dtype=float32), array([0.36679223], dtype=float32)]	[[0, 0], [0, 0], [0, 0], [0, 0]]
2	image5.jpg	238.2703077697329	0.7236735744139106	[0.52262956]	rectangles[[(653, 319) (760, 426)], [(414, 319) (521, 426)], [(318, 522) (426, 629)]]	3	[160.49766967172872, 291.38205893684403, 79.15285393408665]	[0.7080703845767932, 1.1314120487366954, 0.6810086371163557]	[array([0.15595278], dtype=float32), array([0.19940114], dtype=float32), array([0.21953143], dtype=float32)]	[[0, 0], [0, 0], [0, 0]]
3	IMG_8083.jpg	21.984302083213738	0.4401852901048939	[0.36988562]	rectangles[]	0	[]	[]	[]	[]
4	image2.jpg	278.83575898472645	1.2200581844571499	[0.42831555]	rectangles[[(696, 284) (882, 469)], [(528, 116) (683, 270)], [(153, 282) (282, 411)]]	3	[282.42302150478514, 565.427746897075, 360.7795232637349]	[1.1696407534747646, 1.9233004356946837, 1.6235037678053659]	[array([0.6586916], dtype=float32), array([0.3242991], dtype=float32), array([0.3704374], dtype=float32)]	[[0, 0], [0, 0], [0, 0]]
5	image4.jpg	4830.032550628385	8.661162413118163	[0.40716508]	rectangles[[(335, 654) (424, 743)], [(411, 398) (474, 460)], [(245, 389) (296, 441)]]	3	[362.83905303924354, 2687.534221971056, 3883.3625949509637]	[1.3783309392276686, 4.6317833391610534, 7.206812067959496]	[array([0.50392634], dtype=float32), array([0.4268451], dtype=float32), array([0.53937316], dtype=float32)]	[[0, 0], [0, 0], [0, 0]]
6	IMG_8082.jpg	101.92129397305419	0.6953326561101485	[0.44692147]	rectangles[[(1256, 937) (2214, 1895)]]	1	[84.75291611583735]	[0.6522155882038749]	[array([0.49409044], dtype=float32)]	[[0, 0]]
